inmobiliaria,precio canon,administracion,zona,ciudad,habitaciones,baños,metros_cuadrados,descripcion
N/A,6400000.0,0.0,Chapinero,Bogotá,1,1,50.0,"Apartamento En Arriendo En Los Rosales, Bogotá Tenemos el gusto de presentarte este hermoso Apartaestudio con Terraza para arriendo en Rosales, que combina a la perfección la comodidad, la distribución, la iluminación y el buen gusto. Ubicado en un exclusivo sector de Bogotá, Al ingresar a este iluminado apartamento encontramos la zona social compuesta por la sala comedor, la cocina tipo americana dotada con electrodomésticos de alta gama. Seguido se encuentra zona social y la habitación principal muy amplia . luego se encuentra la amplia y linda terraza de 25 metros. Complementa esta propiedad un garaje independiente. El edificio ofrece para el disfrute de sus residentes, salón comunal, gimnasio, piscina aclimatada y áreas verdes. Si requieres más información o si deseas agenda una visita con gusto te atenderemos."
N/A,4600000.0,0.0,Chapinero,Bogotá,2,2,83.86,"Apartamento En Arriendo En Chapinero Central, Bogotá Descubra este encantador apartamento en un tercer piso, un verdadero oasis de 83 m² con una privilegiada vista exterior que garantiza una iluminación natural excepcional. Este hogar ha sido diseñado pensando en el confort y la elegancia, ofreciendo dos amplias alcobas; la principal es un santuario privado con vestier y baño en suite. Los pisos de madera laminada aportan calidez y sofisticación a cada espacio, complementados por un baño social con ducha y un práctico estudio, ideal para trabajar desde casa o como rincón de lectura. La zona de lavandería independiente añade funcionalidad, mientras que los acabados de alta calidad, los BlackOut y un balcón privado realzan la experiencia de vida. Disfrute de las comodidades del edificio, que incluyen una terraza comunal perfecta para el esparcimiento, vigilancia 24 horas para su tranquilidad, un salón de juntas, parqueadero cubierto, ascensor y caldera. Su excelente ubicación lo convierte en una oportunidad inigualable para quienes buscan estilo, comodidad y una vida urbana vibrante."
N/A,5500000.0,0.0,Chapinero,Bogotá,3,2,102.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá Apartamento amoblado de 102 m² ubicado en el tradicional y exclusivo barrio Chapinero Alto, en la localidad de Chapinero, un sector reconocido por su ambiente residencial, su cercanía a zonas culturales, gastronómicas y comerciales, así como por su excelente conectividad a transporte público, universidades, parques y principales vías de la ciudad. El apartamento cuenta con tres habitaciones, dos baños, amplia sala comedor con balcón y chimenea, estudio, cocina integral a gas, zona de ropas independiente con calentador a gas y excelente iluminación natural. Se aceptan mascotas y dispone de dos parqueaderos. El edificio es inteligente, ofrece terraza y se encuentra en una ubicación estratégica, cercana a centros comerciales, parques y servicios esenciales, ideal para quienes buscan comodidad, seguridad y calidad de vida en una de las zonas más apetecidas de Bogotá."
N/A,5000000.0,500000.0,Chapinero,Bogotá,2,2,61.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá View 63 – Chapinero Alto En un piso 31 con vista abierta sobre la ciudad, este apartamento de 61 m² ofrece una distribución equilibrada con sala–comedor iluminada, cocina abierta, dos habitaciones y dos baños. El edificio, de diseño contemporáneo, integra gimnasio, terrazas con zonas de encuentro, BBQ, salón social, coworking y áreas de recreación. Ideal para quienes buscan comodidad, modernidad y cercanía a la oferta cultural y urbana de Chapinero Alto. Incluye parqueadero, calentador eléctrico, planta eléctrica parcial y servicio de agua actualmente cubierto por la comunidad."
N/A,23800000.0,0.0,Chapinero,Bogotá,4,5,380.0,"Apartamento En Arriendo En Chapinero, Bogotá Descubra un estilo de vida inigualable en este excepcional apartamento dúplex en arriendo, ubicado en la prestigiosa Avenida Circunvalar con 78, en el corazón de Rosales. Esta vivienda ideal le permitirá disfrutar de una fabulosa y privilegiada vista panorámica, mientras se deleita con espacios que conservan la autenticidad y el encanto del mejor estilo bogotano. Con una generosa área de 380 m² interiores, complementados por 130 m² distribuidos en cinco espectaculares terrazas, esta propiedad ofrece una experiencia residencial de lujo. El diseño inteligente y funcional se manifiesta en sus cuatro amplias habitaciones; la principal, un verdadero santuario, cuenta con baño privado, un espacioso walking closet y acceso directo a una de las terrazas, ideal para momentos de relajación. El apartamento dispone de un estudio perfecto para el trabajo o la lectura, y un hall de alcobas que conecta armoniosamente las áreas privadas. La sala, un espacio acogedor y luminoso, se abre a una de las terrazas principales y está equipada con una elegante chimenea, creando el ambiente perfecto para reuniones sociales o noches tranquilas. El comedor independiente ofrece un entorno sofisticado para sus comidas. La cocina, moderna y funcional, incluye un práctico comedor auxiliar y acceso a otra terraza, ideal para disfrutar de un café matutino con vistas. La zona de lavandería, junto con el cuarto y baño del servicio, garantizan la máxima comodidad y privacidad. Para su conveniencia, la propiedad incluye cuatro parqueaderos y un depósito. El edificio, diseñado para el bienestar y el entretenimiento, ofrece una impresionante gama de amenidades que incluyen cancha de squash, cancha de baloncesto, un gimnasio completamente equipado y un elegante salón social, brindando opciones para todos los gustos sin salir de casa. Este apartamento dúplex en Rosales es más que una vivienda; es una invitación a vivir con distinción, comodidad y unas vistas que quitan el aliento, en una de las zonas más exclusivas de Bogotá."
N/A,5200000.0,800000.0,Chapinero,Bogotá,3,3,122.0,"Apartamento En Arriendo En Virrey, Bogotá HERMOSO APARTAMENTO REMODELADO ILUMINADO, 122 MTRS, 3 ALCOBAS, PPAL CON BAÑO Y WALK-IN CLOSET, BAÑO ALCOBAS, SALA COMEDOR, COCINA SEMI ABIERTA, BAÑO SOCIAL, 2 GARAJES Y DEPOSITO. MUY BUENA UBICACION CERCA A PARQUES, CENTROS COMERCIALES"
N/A,9838000.0,1838000.0,Chapinero,Bogotá,3,4,160.0,"Apartamento En Arriendo En Los Rosales, Bogotá Cód. 755 Espectacular apartamento exterior, moderno y lleno de luz natural, con ascensor privado que llega directamente al inmueble. Cuenta con 3 amplias habitaciones, 4 baños, cuarto y baño de servicio, además de una cocina abierta con la opción de cerrarla según preferencia. Su ubicación estratégica, justo debajo de la Circunvalar, ofrece una vista privilegiada tanto hacia la ciudad como hacia la misma Circunvalar, brindando un ambiente único. El apartamento incluye 2 parqueaderos paralelos, un depósito y se encuentra a tan solo media cuadra del CAI, lo que garantiza comodidad y seguridad. El edificio ofrece zonas comunes como turco, gimnasio, salón social y terraza con BBQ. Valor del arriendo por Ocho Millones de pesos más administración. También disponible para Venta por valor de Mil seiscientos millones de pesos moneda corriente Dirección aproximada. Av. Circunv con Calle 74."
N/A,1700000.0,0.0,Chapinero,Bogotá,2,1,50.0,"Apartamento En Arriendo En Chapinero, Bogotá Apartamento en arriendo en Chapinero, con un área aproximada de 50 metros2, ubicado en cuarto piso sin ascensor dentro de una casa remodelada que cuenta con varios apartamentos. Se encuentra en una zona tranquila y segura, con cámaras de vigilancia en el edificio y monitoreo en la cuadra. El inmueble se destaca por su excelente iluminación natural, techos en madera que conservan el calor y vista panorámica, ofreciendo un ambiente cálido y confortable. Dispone de sala-comedor amplia, cocina sencilla eléctrica, zona de ropas pequeña, un baño con ducha eléctrica, dos alcobas con clóset y pisos en cerámica. Cuenta con fácil acceso a transporte público, comercio y servicios, ideal para quienes trabajen o estudien en el sector. Para mayor información, comuníquese con la ejecutiva comercial Lina Ramos al celular o WhatsApp ***o al correo lina.ramosinmobiliariasaliadas.com. ***"
N/A,6300000.0,1200000.0,Chapinero,Bogotá,2,2,132.0,"Apartamento En Arriendo En Bogotá Apartamento de 2 habitaciones, 2 baños, sala con chimenea, comedor y cocina americana, baño social y cuarto y baño de servicio, 134 m2. 2 parqueaderos. El conjunto tiene gimnasio, sala de reuniones muy bien amoblado y un espacio para los niños y para salir a terraza comunal."
N/A,2800000.0,0.0,Chapinero,Bogotá,3,2,60.0,"Apartamento En Arriendo En Chapinero Central, Bogotá Bonito apartamento se encuentra ubicado en el corazón de chapinero, confortable, acogedor, 60 metros con tres alcobas, dos baños y parqueadero, ubicación estratégica. ***"
N/A,3769900.0,730100.0,Chapinero,Bogotá,2,3,65.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá Apartamento AMOBLADO que consta de cocina integral eléctrica con estufa de inducción, campana extractora, lavavajillas, horno microondas y convencional, calentador eléctrico, pisos en madera laminada. 2 habitaciones cada una con baño y closet , baño social, zona de ropas, un parqueadero y deposito, cuenta con blackouts, El edificio cuenta con recepción 24/7, zonas de lectura, zona de café, sauna, gimnasio, zona de yoga, terraza bbq, tres ascensores. parqueaderos para visitantes. bicicletero. ***"
N/A,7500000.0,0.0,Chapinero,Bogotá,3,3,206.0,"Apartamento En Arriendo En Los Rosales, Bogotá Te invitamos a conocer este amplio e iluminado apartamento duplex, ubicado en el exclusivo barrio de Los Rosales. Al ingresar al apartamento,en el primer piso, encontramos una amplia e iluminada zona social con chimenea, junto a esta encontramos un estudio que se puede independizar, el área social cuenta con su baño. El área privada del apartamento, tambien se encuentra en el primer piso, cuenta con un gran closet de linos, 3 habitaciones, de un excelente tamaño, las habitaciones auxiliares, comparten un baño de muy buen tamaño, la alcoba principal tiene walk in closet y baños en suite con tina. En el segundo piso de este espacioso apartamento, encontramos una bodega, la cocina que es cerrada y de muy buen tamaño, con zona de lavandería y cuarto y baño de servicio, junto a la cocina, encontramos el comedor, que es independiente y muy amplio. Esta propiedad se complementa con 2 parqueaderos en línea."
N/A,14000000.0,2657000.0,Chapinero,Bogotá,3,4,220.0,"Apartamento En Arriendo En El Nogal, Bogotá Lindo apto duplex amoblado en el exclusivo sector de el nogal ,esquinero exterior y muy iluminado con una gran terraza al aire libre de 110 metros con bbq, consta de 3 habitaciones, sala comedor encortinado con muebles linea blanca y cocina dotada, excelentes acabados sector privilegiado cerca al club el nogaL, CRA 7 AV CHILE Y ANDINO ***"
N/A,7500000.0,0.0,Chapinero,Bogotá,2,3,110.0,"Apartamento En Arriendo En El Nogal, Bogotá ARRIENDO – Apartamento Dúplex Clásico en Nogal, Chapinero (Bogotá) Apartamento dúplex de 110 m² ubicado en el exclusivo sector del Nogal. Cuenta con excelente iluminación natural, distribución funcional y acabados clásicos. Se encuentra en piso 7, estrato 6, en edificio construido en 2010. Distribución: Primer nivel: Sala-comedor. Cocina abierta con zona de lavandería. Baño social. Depósito. Segundo nivel: Habitación principal con baño y vestier. Estudio que puede funcionar como segunda habitación, también con baño y vestier. Depósito adicional. Parqueaderos: Dos parqueaderos en línea. Especificaciones del inmueble: Inmueble usado. Área construida/privada/terreno: 110 m². Ubicación: Localidad de Chapinero – Zona Nogal, con fácil acceso a zonas comerciales, restaurantes, parques y vías principales. Canon de arriendo: $7.000.000 (Administración incluida)"
N/A,44000000.0,5088900.0,Chapinero,Bogotá,3,5,381.0,"Apartamento En Arriendo En Los Rosales, Bogotá Penthouse en arriendo con terraza panorámica de 108 m² y amenities de lujo, Rosales, Bogotá D.C. Penthouse de lujo en arriendo, ubicado en el sector alto de Rosales, a pocos metros de la Avenida Circunvalar. Con más de (380) trescientos ochenta metros cuadrados de área total, esta propiedad representa una propuesta arquitectónica de alto nivel, que integra vistas abiertas sobre la ciudad, diseño contemporáneo y acceso a una completa oferta de amenidades premium. Área total Área construida: (380) trescientos ochenta metros cuadrados aproximadamente. Área de terraza: (108) ciento ocho metros cuadrados aproximadamente. Área total: (488) cuatrocientos ochenta y ocho metros cuadrados aproximadamente. (4) cuatro parqueaderos independientes. (1) un depósito. Características principales El penthouse cuenta con: (3) tres habitaciones, cada una con baño privado, iluminación natural y espacios generosos. Habitación principal con walk-in closet amplio y baño en suite con acabados de alta gama. (2) dos baños sociales, pensados para la comodidad de residentes e invitados. Zona social con sala y comedor integrados, con salida directa a la terraza principal. Cocina abierta con isla central, equipada con electrodomésticos de última generación. Área de ropas independiente. Cuarto y baño de servicio. Terraza privada de (108) ciento ocho metros cuadrados con vista panorámica sobre Bogotá, ideal para"
N/A,35000000.0,8000000.0,Chapinero,Bogotá,6,7,750.0,"Apartamento En Arriendo En La Cabrera, Bogotá Penthouse triplex de lujo en venta o arriendo en La Cabrera, Bogotá D.C. Ubicado en el corazón de La Cabrera, uno de los sectores más exclusivos de Bogotá, este imponente penthouse triplex redefine el concepto de amplitud, privacidad y elegancia. Desarrollado en los pisos (8), (9) y (10), cuenta con acceso de ascensor privado directamente al apartamento y una distribución excepcional para quienes buscan un estilo de vida verdaderamente exclusivo. Con una generosa área interior de (600) seiscientos metros cuadrados entre los pisos (8) y (9), más una espectacular terraza privada en el piso (10), esta propiedad ofrece espacios únicos tanto para la vida familiar como para el entretenimiento. Áreas y distribución Área interior: (600) seiscientos metros cuadrados Terraza privada: (150) ciento cincuenta metros cuadrados Gimnasio privado en terraza: (50) cincuenta metros cuadrados Total área aproximada: (750) setecientos cincuenta metros cuadrados Distribuido en tres niveles: Acceso por ascensor privado al piso (8) Amplias zonas sociales con balcón (6) seis habitaciones Cuarto y baño de servicio Depósito (5) cinco garajes En el piso (10), la terraza privada de (150) metros cuadrados ofrece un espacio ideal para reuniones sociales, complementada con gimnasio privado de (50) metros cuadrados, con acceso interno por escaleras desde el apartamento. Características del edificio Edificio de lujo con (14) catorce años de construido, en excelente estado y con están"
N/A,5000000.0,1083800.0,Chapinero,Bogotá,3,2,81.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá Se arrienda apartamento Amoblado en Chapinero Alto El apartamento tiene un área de 88m2 distribuidos en 3 habitaciones, 2 baños, sala comedor, balcón, cocina abierta, balcón y zona de lavandería. Además, cuenta con 2 garajes, seguridad 24/7. ¡Aprovecha esta oportunidad y agenda una visita para conocerlo!"
N/A,3500000.0,638370.0,Chapinero,Bogotá,2,2,80.0,"Apartamento En Arriendo En Las Acacias, Bogotá Lindo apartamento de 80 Mts2, con dos habitaciones, dos baños, dos parqueaderos, balcón, depósito, excelente ubicación, buenos espacios, vista exterior, iluminación natural. El edificio cuenta con seguridad privada, ascensor."
N/A,2300000.0,0.0,Chapinero,Bogotá,1,1,34.0,"Apartamento En Arriendo En Marly, Bogotá SE RENTA APTO AMOBLADO! Este apartamento cuenta con una habitación amplia y cómoda, perfecta para una persona o una pareja. La sala de estar y el comedor están integrados en un espacio abierto, lo que crea un ambiente acogedor y moderno. El baño está completamente remodelado y cuenta con todas las comodidades necesarias.El apartamento ha sido renovado con un diseño contemporáneo y elegante, utilizando materiales de alta calidad. Los muebles y la decoración han sido cuidadosamente seleccionados para brindar comodidad y estilo.Además, este apartamento de co-living ofrece la opción de alquiler a corto y largo plazo, lo que significa que puedes elegir la duración que mejor se adapte a tus necesidades. Ya sea que estés buscando una estancia temporal o una residencia a largo plazo, este apartamento es una excelente opción.Si tienes alguna pregunta adicional o si deseas obtener más detalles sobre el apartamento, no dudes en preguntar. Estoy aquí para ayudarte. ***"
N/A,9500000.0,0.0,Chapinero,Bogotá,3,3,150.0,"Apartamento En Arriendo En Chapinero, Bogotá Divino, amoblado, apto de 150mts, 3 alcobas, 3 baños, sala comedor con linda vista, cocina, zona de lavandería. Con linda vista. Muy cerca al Centro Andino y al club del Nogal. Agenda tu cita por whatsapp con Claudia García."
N/A,1950000.0,0.0,Chapinero,Bogotá,1,1,60.0,"Apartamento En Arriendo En Marly, Bogotá Apartamento en Arriendo en Marly, sobre Cl. 49 entre Cras. 8 y 13. Área de 60 M2. Piso 5 Exterior. 1 Habitación, Estudio o 2a. Habitación pequeña, 1 Baño con ducha Eléctrica. Cocina abierta eléctrica. SIN Garaje (arriendan en el Edificio), se entrega con Cortinas. Estrato 4, con más de 20 Años, Ascensor, Vigilancia 24 Horas. Precio: $1’950.000 -Incluye Admón.: $290.000."
N/A,23000000.0,0.0,Chapinero,Bogotá,4,5,270.0,"Apartamento En Arriendo En El Nogal, Bogotá Espectacular apartamento en el barrio El Nogal, externo , vista 360 y panoramica, estrato 6, piso 10 o superior, año de construido 2005, cuenta linea blanca y acabados triple AAA, ascensor de servicio,CBS, zona de lavanderia, ascensor privado al apartamento, hall de alcobas, cocina semi abierta, comedor y sala independiente con chimenea, estudio con chimenea, family room, habitacion princnipal con walking closet y baño privado, 2 habitaciones auxiliares cada una con baño privado, 3 parqueaderos independientes bastante amplios para camionetas, parqueaderos de visitantes porteria 24 horas, CCTV. TENER EN CUENTA : NO PERROS Y NO GATOS"
N/A,4000000.0,0.0,Chapinero,Bogotá,1,2,85.0,"Apartamento En Arriendo En Santa Barbara Central, Bogotá Acogedor apartamento amoblado con excelente vista en una de las zonas TOP de Bogotá: Rosales, sobre carrera 7. Canon incluye admin. Agenda tu Cita ! AMC ARRENDAMIENTO MINIMO 6 MESES."
REMODELADO,20000000.0,2800000.0,Chapinero,Bogotá,3,4,270.0,"Apartamento En Arriendo En El Nogal, Bogotá Espectacular apartamento en el corazón de NOGAL, 270 M2, Remodelado, espectacular vista sol mañana tarde vista a la ciudad 360 grados, ventanales de piso a techo, excelente diseño, cortinas eléctricas, acabados de lujo, sala con chimenea, cocina abierta, ascensor al piso, línea blanca, baño y cuarto de servicio dotado, estudio, 3 habitaciones, 4 baños, 3 parquederos y deposito. El edificio cuenta con salón social, squash, gimnasio, parque de niños, parqueadero de visitantes, seguridad 24 hora."
N/A,17000000.0,0.0,Chapinero,Bogotá,3,3,240.0,"Apartamento En Arriendo En El Nogal, Bogotá ? Apartamento en Arriendo | El Nogal, Bogotá D.C. 240 m² | 3 alcobas | 3 baños | 3 garajes | Estudio + Chimenea Vive con estilo en uno de los barrios más exclusivos de Bogotá. Este apartamento de 240 m² ofrece amplitud, elegancia y funcionalidad en una ubicación privilegiada. ✨ Características principales: ?️ 3 alcobas con baño privado ? 3 garajes independientes ? Chimenea para noches acogedoras ? Estudio o biblioteca ideal para home office ?️ Cocina integral con despensa + zona de lavandería ? Piso de madera que aporta calidez y sofisticación ?️ Comodidades y seguridad: ?️ Portería y recepción 24/7 ? Servicios de agua, luz y gas domiciliario ? Excelente iluminación natural y ventilación ?️ Fácil acceso a transporte público ? Ubicado en El Nogal, cerca de restaurantes, comercios y zonas verdes. ? Ideal para quienes buscan confort, privacidad y una vida urbana de alto nivel. CANON INCLUYE ADMINISTRACIÓN! ? ¡Agenda tu visita y descubre tu próximo hogar!"
N/A,2600000.0,0.0,Chapinero,Bogotá,1,1,37.0,"Apartamento En Arriendo En Bogotá Apartamento Arriendo 37 mts Cundinamarca BOGOTÁ CHAPINERO ALTO Codigo Coninsa:44797 Apartaestudio en Chapinero Alto, con excelente ubicación cerca de la Carrera 7. Cuenta con 1 alcoba, 2 baños, sala comedor, cocina integral. Un espacio moderno, cómodo y bien distribuido, ideal para quienes buscan vivir en un sector central, con fácil acceso a transporte, comercio y servicios."
N/A,6400000.0,0.0,Chapinero,Bogotá,3,3,133.0,"Apartamento En Arriendo En Bellavista, Bogotá Administración de $ ***ya incluida en el canon. El edificio queda en una zona estratégica residencial de la ciudad, ubicado sobre carrera, en el barrio Rosales, a una cuadra arriba de la circunvalar. Es un edificio inteligente (domotizado), por lo cual cuenta con circuito cerrado de televisión. Es un apartamento tiene espacios independientes, todos de tamaño muy generoso. La zona social es completamente independiente de las habitaciones y del cuarto de estar. Tanto la sala, como el comedor y la habitación principal, tienen vista hacia arboles, y al ser interior hace que sea muy silencioso. Cuenta con un total de 3 habitaciones, la principal con baño privado, y walk-in closet. La puerta de entrada al apartamento es de seguridad."
N/A,3900000.0,500000.0,Chapinero,Bogotá,1,1,45.0,"Apartamento En Arriendo En Chapinero, Bogotá Espectacular apartamento amoblado en la zona exclusiva del Nogal en Bogotá cuenta con una amplia y luminosa habitación con modernos acabados, cocina totalmente equipada, baño cómodo, sala-comedor perfecta para recibir visitas. Un apartamento funcional, facilidad de vías de acceso y transporte público, cercanía a centros comerciales y restaurantes, listo para que lo habites y disfrutes de una de las mejores zonas de la ciudad. No dudes en contactarnos para coordinar una visita."
N/A,5500000.0,0.0,Chapinero,Bogotá,2,2,61.0,"Apartamento En Arriendo En Chapinero Alto, Bogotá ESTRENAR apartamento con ESPECTACULAR VISTA a la Ciudad, cuenta con 2 habitaciones, 2 baños, cocina abierta, 1 garaje. ZONAS COMUNES salon social, zonas de coworking, gimnasio, zonas humedaS, zona de juegos, lobby."
N/A,7250000.0,750000.0,Chapinero,Bogotá,2,3,158.0,"Apartamento En Arriendo En Quinta Camacho, Bogotá Hermoso apartamento amoblado cuenta con todas las comodidades y todo lo que necesites. Al ingresar encontramos una amplia sala comedor con cocina americana, cuarto y baño de servicio, un studio semi independiente y cuenta con dos habitaciones la principal en baño suite. DISPONIBLES 1 MARZO"
